campaign_tag,validators,clients,scenario,phase,tx_count,gas_median,gas_total,latency_ms_median,calldata_total
window_c1,4,100,nominal,submit,300,54500.0,16348872,732.6177335,30000
window_c10,4,100,nominal,decide,6,2546755.0,15280530,898.6651234999999,20184
window_c10,4,100,nominal,finalize,3,32851.0,98553,1042.22511,108
window_c10,4,100,nominal,open,3,70569.0,211707,943.869667,492
window_c10,4,100,nominal,publish_initial,3,125076.0,375204,942.598837,492
window_c10,4,100,nominal,submit,300,54500.0,16349076,671.900245,30000
window_c5,4,100,nominal,decide,6,2546755.0,15280530,890.1996274999999,20184
window_c5,4,100,nominal,finalize,3,32851.0,98553,1021.514702,108
window_c5,4,100,nominal,open,3,70569.0,211707,943.819541,492
window_c5,4,100,nominal,publish_initial,3,125064.0,375204,939.993428,492
window_c5,4,100,nominal,submit,300,54500.0,16349004,691.1622305000001,30000
