clients,cache_mode,update_body_bytes,artifact_bytes,runs,manifest_ms_median,manifest_ms_p95,read_ms_median,read_ms_p95,hash_ms_median,hash_ms_p95,parse_ms_median,parse_ms_p95,aggregate_ms_median,aggregate_ms_p95,checkpoint_ms_median,checkpoint_ms_p95,detection_ms_median,detection_ms_p95,challenge_package_ms_median,challenge_package_ms_p95,verification_ms_median,verification_ms_p95,verification_ms_median_ci_lo,verification_ms_median_ci_hi,total_ms_median,total_ms_p95,total_ms_median_ci_lo,total_ms_median_ci_hi,cpu_ms_median,cpu_ms_p95,local_throughput_mib_s_median,local_throughput_mib_s_p95
100,fadvise,1048576,104879600,30,0.1289015,0.16628714999999988,73.491476,79.1490789,65.0938555,73.95750109999999,11.998878000000001,13.86171165,12.0966865,13.581741399999999,1.481086,1.6607337,0.00031,0.00038169999999999995,0.016631,0.030550999999999995,166.98566050000002,179.28854354999999,158.001991,170.04275850000002,168.003928,180.36238219999998,158.899267,170.65471,132.420011,146.4440362,595.3498784593232,644.5539776911136
100,fadvise,10485760,1048598300,30,0.21021299999999998,0.32284769999999996,697.4803535000001,718.260631,683.8569665,702.35735945,206.6619905,215.31978885,238.653673,248.69833914999998,18.403483,19.86855965,0.000746,0.0011414499999999998,0.021809,0.029600599999999998,1843.9146874999997,1901.4917931,1835.2836745,1858.9387004999999,1848.0769615,1905.629404,1838.9810655,1862.5399745,1625.7188274999999,1676.6985716000002,541.1146097684818,550.9621471480046
100,warm,1048576,104879600,30,0.1250045,0.14577755,12.925797,15.034262299999996,64.94109399999999,72.8856021,12.3006085,14.944815249999998,12.2901495,14.986069699999996,1.566993,2.1008928,0.00030250000000000003,0.0006106499999999997,0.018494,0.032076799999999996,105.54913,119.60236929999999,95.8822955,107.431595,106.4398245,120.71773354999998,96.655444,108.304603,106.4382785,120.72090194999998,939.6974826426019,1083.8160798693073
100,warm,10485760,1048598300,30,0.1855985,0.3688570999999994,134.9081635,152.5756117,639.426198,722.82191055,180.3000695,216.2378948,216.04055499999998,251.68008485,17.332498,19.91452235,0.0006475000000000001,0.0016398499999999991,0.021047,0.04721499999999994,1186.170627,1362.01901025,1151.247605,1308.145377,1189.1321565,1365.6986468,1154.1515295,1311.5249724999999,1188.9661925,1365.31503825,841.025143057125,921.7938921364247
