clients,cache_mode,update_body_bytes,artifact_bytes,artifact_mib,bandwidth_mbps,watchers,dispute_rate,local_monitor_ms,local_monitor_p95_ms,projected_transfer_ms,overlap_projection_ms,serial_projection_ms,overlap_p95_projection_ms,serial_p95_projection_ms,overlap_window_blocks,serial_window_blocks,overlap_p95_window_blocks,serial_p95_window_blocks,challenge_package_ms_per_fault,independent_resolver_replay_ms_per_fault,one_watcher_expected_work_ms_per_round,resolver_expected_work_ms_per_round,federation_expected_local_work_ms_per_round,federation_serial_acquisition_plus_local_ms_per_round
100,fadvise,1048576,104879600,100.02098083496094,1000.0,3,0.1,166.98566050000002,179.28854354999999,839.0368,839.0368,1006.0224605,839.0368,1018.32534355,1,2,1,2,0.016631,75.068938,166.98732360000002,7.5068938,508.46553840000007,3025.5759384
100,fadvise,1048576,104879600,100.02098083496094,10000.0,1,0.0,166.98566050000002,179.28854354999999,83.90368,166.98566050000002,250.8893405,179.28854354999999,263.19222355,1,1,1,1,0.016631,75.068938,166.98566050000002,0.0,166.98566050000002,250.8893405
100,fadvise,1048576,104879600,100.02098083496094,10000.0,1,0.01,166.98566050000002,179.28854354999999,83.90368,166.98566050000002,250.8893405,179.28854354999999,263.19222355,1,1,1,1,0.016631,75.068938,166.98582681000002,0.7506893800000001,167.73651619000003,251.64019619
100,fadvise,1048576,104879600,100.02098083496094,10000.0,1,0.05,166.98566050000002,179.28854354999999,83.90368,166.98566050000002,250.8893405,179.28854354999999,263.19222355,1,1,1,1,0.016631,75.068938,166.98649205,3.7534469,170.73993895,254.64361895
100,fadvise,1048576,104879600,100.02098083496094,10000.0,1,0.1,166.98566050000002,179.28854354999999,83.90368,166.98566050000002,250.8893405,179.28854354999999,263.19222355,1,1,1,1,0.016631,75.068938,166.98732360000002,7.5068938,174.49421740000003,258.3978974
100,fadvise,1048576,104879600,100.02098083496094,10000.0,2,0.0,166.98566050000002,179.28854354999999,83.90368,166.98566050000002,250.8893405,179.28854354999999,263.19222355,1,1,1,1,0.016631,75.068938,166.98566050000002,0.0,333.97132100000005,501.778681
100,fadvise,1048576,104879600,100.02098083496094,10000.0,2,0.01,166.98566050000002,179.28854354999999,83.90368,166.98566050000002,250.8893405,179.28854354999999,263.19222355,1,1,1,1,0.016631,75.068938,166.98582681000002,0.7506893800000001,334.72217669,502.52953669
100,fadvise,1048576,104879600,100.02098083496094,10000.0,2,0.05,166.98566050000002,179.28854354999999,83.90368,166.98566050000002,250.8893405,179.28854354999999,263.19222355,1,1,1,1,0.016631,75.068938,166.98649205,3.7534469,337.72559945000006,505.53295945
100,fadvise,1048576,104879600,100.02098083496094,10000.0,2,0.1,166.98566050000002,179.28854354999999,83.90368,166.98566050000002,250.8893405,179.28854354999999,263.19222355,1,1,1,1,0.016631,75.068938,166.98732360000002,7.5068938,341.4798779,509.2872379
100,fadvise,1048576,104879600,100.02098083496094,10000.0,3,0.0,166.98566050000002,179.28854354999999,83.90368,166.98566050000002,250.8893405,179.28854354999999,263.19222355,1,1,1,1,0.016631,75.068938,166.98566050000002,0.0,500.9569815000001,752.6680215
100,fadvise,1048576,104879600,100.02098083496094,10000.0,3,0.01,166.98566050000002,179.28854354999999,83.90368,166.98566050000002,250.8893405,179.28854354999999,263.19222355,1,1,1,1,0.016631,75.068938,166.98582681000002,0.7506893800000001,501.7078371900001,753.41887719
100,fadvise,1048576,104879600,100.02098083496094,10000.0,3,0.05,166.98566050000002,179.28854354999999,83.90368,166.98566050000002,250.8893405,179.28854354999999,263.19222355,1,1,1,1,0.016631,75.068938,166.98649205,3.7534469,504.7112599500001,756.42229995
100,fadvise,1048576,104879600,100.02098083496094,10000.0,3,0.1,166.98566050000002,179.28854354999999,83.90368,166.98566050000002,250.8893405,179.28854354999999,263.19222355,1,1,1,1,0.016631,75.068938,166.98732360000002,7.5068938,508.46553840000007,760.1765784
100,fadvise,10485760,1048598300,1000.0212669372559,100.0,1,0.0,1843.9146874999997,1901.4917931,83887.86399999999,83887.86399999999,85731.77868749999,83887.86399999999,85789.35579309998,84,86,84,86,0.021809,900.9758125000001,1843.9146874999997,0.0,1843.9146874999997,85731.77868749999
100,fadvise,10485760,1048598300,1000.0212669372559,100.0,1,0.01,1843.9146874999997,1901.4917931,83887.86399999999,83887.86399999999,85731.77868749999,83887.86399999999,85789.35579309998,84,86,84,86,0.021809,900.9758125000001,1843.9149055899998,9.009758125000001,1852.9246637149997,85740.788663715
100,fadvise,10485760,1048598300,1000.0212669372559,100.0,1,0.05,1843.9146874999997,1901.4917931,83887.86399999999,83887.86399999999,85731.77868749999,83887.86399999999,85789.35579309998,84,86,84,86,0.021809,900.9758125000001,1843.9157779499997,45.04879062500001,1888.9645685749997,85776.82856857499
100,fadvise,10485760,1048598300,1000.0212669372559,100.0,1,0.1,1843.9146874999997,1901.4917931,83887.86399999999,83887.86399999999,85731.77868749999,83887.86399999999,85789.35579309998,84,86,84,86,0.021809,900.9758125000001,1843.9168683999997,90.09758125000002,1934.0144496499997,85821.87844964999
100,fadvise,10485760,1048598300,1000.0212669372559,100.0,2,0.0,1843.9146874999997,1901.4917931,83887.86399999999,83887.86399999999,85731.77868749999,83887.86399999999,85789.35579309998,84,86,84,86,0.021809,900.9758125000001,1843.9146874999997,0.0,3687.8293749999993,171463.55737499997
100,fadvise,10485760,1048598300,1000.0212669372559,100.0,2,0.01,1843.9146874999997,1901.4917931,83887.86399999999,83887.86399999999,85731.77868749999,83887.86399999999,85789.35579309998,84,86,84,86,0.021809,900.9758125000001,1843.9149055899998,9.009758125000001,3696.839351214999,171472.56735121497
100,fadvise,10485760,1048598300,1000.0212669372559,100.0,2,0.05,1843.9146874999997,1901.4917931,83887.86399999999,83887.86399999999,85731.77868749999,83887.86399999999,85789.35579309998,84,86,84,86,0.021809,900.9758125000001,1843.9157779499997,45.04879062500001,3732.8792560749994,171508.607256075
100,fadvise,10485760,1048598300,1000.0212669372559,100.0,2,0.1,1843.9146874999997,1901.4917931,83887.86399999999,83887.86399999999,85731.77868749999,83887.86399999999,85789.35579309998,84,86,84,86,0.021809,900.9758125000001,1843.9168683999997,90.09758125000002,3777.9291371499994,171553.65713714997
100,fadvise,10485760,1048598300,1000.0212669372559,100.0,3,0.0,1843.9146874999997,1901.4917931,83887.86399999999,83887.86399999999,85731.77868749999,83887.86399999999,85789.35579309998,84,86,84,86,0.021809,900.9758125000001,1843.9146874999997,0.0,5531.744062499999,257195.33606249996
100,fadvise,10485760,1048598300,1000.0212669372559,100.0,3,0.01,1843.9146874999997,1901.4917931,83887.86399999999,83887.86399999999,85731.77868749999,83887.86399999999,85789.35579309998,84,86,84,86,0.021809,900.9758125000001,1843.9149055899998,9.009758125000001,5540.754038714999,257204.34603871495
100,fadvise,10485760,1048598300,1000.0212669372559,100.0,3,0.05,1843.9146874999997,1901.4917931,83887.86399999999,83887.86399999999,85731.77868749999,83887.86399999999,85789.35579309998,84,86,84,86,0.021809,900.9758125000001,1843.9157779499997,45.04879062500001,5576.793943574999,257240.38594357498
100,fadvise,10485760,1048598300,1000.0212669372559,100.0,3,0.1,1843.9146874999997,1901.4917931,83887.86399999999,83887.86399999999,85731.77868749999,83887.86399999999,85789.35579309998,84,86,84,86,0.021809,900.9758125000001,1843.9168683999997,90.09758125000002,5621.843824649999,257285.43582464996
100,fadvise,10485760,1048598300,1000.0212669372559,1000.0,1,0.0,1843.9146874999997,1901.4917931,8388.7864,8388.7864,10232.701087500001,8388.7864,10290.2781931,9,11,9,11,0.021809,900.9758125000001,1843.9146874999997,0.0,1843.9146874999997,10232.701087500001
100,fadvise,10485760,1048598300,1000.0212669372559,1000.0,1,0.01,1843.9146874999997,1901.4917931,8388.7864,8388.7864,10232.701087500001,8388.7864,10290.2781931,9,11,9,11,0.021809,900.9758125000001,1843.9149055899998,9.009758125000001,1852.9246637149997,10241.711063715002
100,fadvise,10485760,1048598300,1000.0212669372559,1000.0,1,0.05,1843.9146874999997,1901.4917931,8388.7864,8388.7864,10232.701087500001,8388.7864,10290.2781931,9,11,9,11,0.021809,900.9758125000001,1843.9157779499997,45.04879062500001,1888.9645685749997,10277.750968575001
100,fadvise,10485760,1048598300,1000.0212669372559,1000.0,1,0.1,1843.9146874999997,1901.4917931,8388.7864,8388.7864,10232.701087500001,8388.7864,10290.2781931,9,11,9,11,0.021809,900.9758125000001,1843.9168683999997,90.09758125000002,1934.0144496499997,10322.80084965
100,fadvise,10485760,1048598300,1000.0212669372559,1000.0,2,0.0,1843.9146874999997,1901.4917931,8388.7864,8388.7864,10232.701087500001,8388.7864,10290.2781931,9,11,9,11,0.021809,900.9758125000001,1843.9146874999997,0.0,3687.8293749999993,20465.402175000003
100,fadvise,10485760,1048598300,1000.0212669372559,1000.0,2,0.01,1843.9146874999997,1901.4917931,8388.7864,8388.7864,10232.701087500001,8388.7864,10290.2781931,9,11,9,11,0.021809,900.9758125000001,1843.9149055899998,9.009758125000001,3696.839351214999,20474.412151215
100,fadvise,10485760,1048598300,1000.0212669372559,1000.0,2,0.05,1843.9146874999997,1901.4917931,8388.7864,8388.7864,10232.701087500001,8388.7864,10290.2781931,9,11,9,11,0.021809,900.9758125000001,1843.9157779499997,45.04879062500001,3732.8792560749994,20510.452056075002
100,fadvise,10485760,1048598300,1000.0212669372559,1000.0,2,0.1,1843.9146874999997,1901.4917931,8388.7864,8388.7864,10232.701087500001,8388.7864,10290.2781931,9,11,9,11,0.021809,900.9758125000001,1843.9168683999997,90.09758125000002,3777.9291371499994,20555.501937150002
100,fadvise,10485760,1048598300,1000.0212669372559,1000.0,3,0.0,1843.9146874999997,1901.4917931,8388.7864,8388.7864,10232.701087500001,8388.7864,10290.2781931,9,11,9,11,0.021809,900.9758125000001,1843.9146874999997,0.0,5531.744062499999,30698.103262500004
100,fadvise,10485760,1048598300,1000.0212669372559,1000.0,3,0.01,1843.9146874999997,1901.4917931,8388.7864,8388.7864,10232.701087500001,8388.7864,10290.2781931,9,11,9,11,0.021809,900.9758125000001,1843.9149055899998,9.009758125000001,5540.754038714999,30707.113238715003
100,fadvise,10485760,1048598300,1000.0212669372559,1000.0,3,0.05,1843.9146874999997,1901.4917931,8388.7864,8388.7864,10232.701087500001,8388.7864,10290.2781931,9,11,9,11,0.021809,900.9758125000001,1843.9157779499997,45.04879062500001,5576.793943574999,30743.153143575004
100,fadvise,10485760,1048598300,1000.0212669372559,1000.0,3,0.1,1843.9146874999997,1901.4917931,8388.7864,8388.7864,10232.701087500001,8388.7864,10290.2781931,9,11,9,11,0.021809,900.9758125000001,1843.9168683999997,90.09758125000002,5621.843824649999,30788.203024650003
100,fadvise,10485760,1048598300,1000.0212669372559,10000.0,1,0.0,1843.9146874999997,1901.4917931,838.87864,1843.9146874999997,2682.7933274999996,1901.4917931,2740.3704331,2,3,2,3,0.021809,900.9758125000001,1843.9146874999997,0.0,1843.9146874999997,2682.7933274999996
100,fadvise,10485760,1048598300,1000.0212669372559,10000.0,1,0.01,1843.9146874999997,1901.4917931,838.87864,1843.9146874999997,2682.7933274999996,1901.4917931,2740.3704331,2,3,2,3,0.021809,900.9758125000001,1843.9149055899998,9.009758125000001,1852.9246637149997,2691.8033037149994
100,fadvise,10485760,1048598300,1000.0212669372559,10000.0,1,0.05,1843.9146874999997,1901.4917931,838.87864,1843.9146874999997,2682.7933274999996,1901.4917931,2740.3704331,2,3,2,3,0.021809,900.9758125000001,1843.9157779499997,45.04879062500001,1888.9645685749997,2727.8432085749996
100,fadvise,10485760,1048598300,1000.0212669372559,10000.0,1,0.1,1843.9146874999997,1901.4917931,838.87864,1843.9146874999997,2682.7933274999996,1901.4917931,2740.3704331,2,3,2,3,0.021809,900.9758125000001,1843.9168683999997,90.09758125000002,1934.0144496499997,2772.8930896499996
100,fadvise,10485760,1048598300,1000.0212669372559,10000.0,2,0.0,1843.9146874999997,1901.4917931,838.87864,1843.9146874999997,2682.7933274999996,1901.4917931,2740.3704331,2,3,2,3,0.021809,900.9758125000001,1843.9146874999997,0.0,3687.8293749999993,5365.586654999999
100,fadvise,10485760,1048598300,1000.0212669372559,10000.0,2,0.01,1843.9146874999997,1901.4917931,838.87864,1843.9146874999997,2682.7933274999996,1901.4917931,2740.3704331,2,3,2,3,0.021809,900.9758125000001,1843.9149055899998,9.009758125000001,3696.839351214999,5374.596631214999
100,fadvise,10485760,1048598300,1000.0212669372559,10000.0,2,0.05,1843.9146874999997,1901.4917931,838.87864,1843.9146874999997,2682.7933274999996,1901.4917931,2740.3704331,2,3,2,3,0.021809,900.9758125000001,1843.9157779499997,45.04879062500001,3732.8792560749994,5410.636536074999
100,fadvise,10485760,1048598300,1000.0212669372559,10000.0,2,0.1,1843.9146874999997,1901.4917931,838.87864,1843.9146874999997,2682.7933274999996,1901.4917931,2740.3704331,2,3,2,3,0.021809,900.9758125000001,1843.9168683999997,90.09758125000002,3777.9291371499994,5455.686417149999
100,fadvise,10485760,1048598300,1000.0212669372559,10000.0,3,0.0,1843.9146874999997,1901.4917931,838.87864,1843.9146874999997,2682.7933274999996,1901.4917931,2740.3704331,2,3,2,3,0.021809,900.9758125000001,1843.9146874999997,0.0,5531.744062499999,8048.379982499999
100,fadvise,10485760,1048598300,1000.0212669372559,10000.0,3,0.01,1843.9146874999997,1901.4917931,838.87864,1843.9146874999997,2682.7933274999996,1901.4917931,2740.3704331,2,3,2,3,0.021809,900.9758125000001,1843.9149055899998,9.009758125000001,5540.754038714999,8057.389958714999
100,fadvise,10485760,1048598300,1000.0212669372559,10000.0,3,0.05,1843.9146874999997,1901.4917931,838.87864,1843.9146874999997,2682.7933274999996,1901.4917931,2740.3704331,2,3,2,3,0.021809,900.9758125000001,1843.9157779499997,45.04879062500001,5576.793943574999,8093.429863574998
100,fadvise,10485760,1048598300,1000.0212669372559,10000.0,3,0.1,1843.9146874999997,1901.4917931,838.87864,1843.9146874999997,2682.7933274999996,1901.4917931,2740.3704331,2,3,2,3,0.021809,900.9758125000001,1843.9168683999997,90.09758125000002,5621.843824649999,8138.479744649999
